age_gp,race_gp,outcome,outcome_unit,X1,X2,X3
20-34,NHW,CED,MJ,-24172206.0778073,-23829180.770776,-24509929.217398
20-34,NHW,Food_price,USD,-9999193.83288501,-10029068.7198388,-9906302.02998738
20-34,NHW,FL,mrh-eq,-737626.159749152,-731572.311264531,-746469.956510774
20-34,NHB,CED,MJ,-5112207.67029451,-4735382.75478442,-4933879.98902146
20-34,NHB,Food_price,USD,-2389549.41138574,-2131296.47509875,-2308793.86169455
20-34,NHB,FL,mrh-eq,-161370.632618364,-147863.804566689,-155427.528199615
20-34,HIS,CED,MJ,-7725315.60858501,-7815080.16073041,-7681526.78912724
20-34,HIS,Food_price,USD,-3116674.83587273,-3034875.08260982,-3218555.71226196
20-34,HIS,FL,mrh-eq,-236808.787291638,-238751.860507944,-237410.122034217
20-34,OTH,CED,MJ,-3565431.61479213,-3631864.22847832,-3425180.85727988
20-34,OTH,Food_price,USD,-1647995.52770347,-1649928.29737348,-1638451.67593214
20-34,OTH,FL,mrh-eq,-112701.046875219,-114868.92903136,-108584.198017955
35-44,NHW,CED,MJ,-18137564.9549846,-17770654.0505846,-15964391.5916349
35-44,NHW,Food_price,USD,-7789186.43808191,-7026817.55666139,-6697705.88847412
35-44,NHW,FL,mrh-eq,-591996.832553752,-568703.007882682,-518781.06282745
35-44,NHB,CED,MJ,-3142712.81555067,-3026174.37892943,-3187799.39483745
35-44,NHB,Food_price,USD,-1536096.10561537,-1431231.40236235,-1539754.91422216
35-44,NHB,FL,mrh-eq,-102580.875581099,-97480.0100198967,-102749.530953235
35-44,HIS,CED,MJ,-5327962.00284553,-5903140.74703723,-4946094.31915566
35-44,HIS,Food_price,USD,-2026220.72778764,-2342591.80911232,-1795434.88465166
35-44,HIS,FL,mrh-eq,-170562.210726038,-189668.963786763,-155231.556796183
35-44,OTH,CED,MJ,-3284684.36220255,-3096358.5645607,-3337169.36982592
35-44,OTH,Food_price,USD,-1261679.35213711,-1291706.4873209,-1313407.87190434
35-44,OTH,FL,mrh-eq,-108574.1588399,-104830.571417519,-110991.902299746
45-54,NHW,CED,MJ,-20247313.8614659,-20008433.6140375,-18126490.9811866
45-54,NHW,Food_price,USD,-10474481.425523,-10181022.6496946,-8595420.59681458
45-54,NHW,FL,mrh-eq,-669136.011332468,-660623.497669291,-586098.738662825
45-54,NHB,CED,MJ,-2965819.77341008,-2812463.1566037,-3107191.89948679
45-54,NHB,Food_price,USD,-1404791.87377338,-1225646.31410657,-1438893.44980119
45-54,NHB,FL,mrh-eq,-98396.1843725263,-90953.8173695147,-102722.963995762
45-54,HIS,CED,MJ,-3780670.03195323,-4050224.56439831,-3760219.91002188
45-54,HIS,Food_price,USD,-1575149.56721808,-1705178.28022481,-1465186.40057235
45-54,HIS,FL,mrh-eq,-124335.468969286,-133764.562387627,-121464.356315199
45-54,OTH,CED,MJ,-2376111.34698823,-2634946.96859211,-2618556.40471963
45-54,OTH,Food_price,USD,-1005682.39287701,-1372129.17698847,-1194694.97654574
45-54,OTH,FL,mrh-eq,-74332.7826438729,-86800.9296863273,-82518.1788098123
55-64,NHW,CED,MJ,-26895292.950755,-30595783.1391284,-28057874.1028035
55-64,NHW,Food_price,USD,-12105025.6322381,-15323582.2262609,-12888456.9868212
55-64,NHW,FL,mrh-eq,-885309.314764375,-1035981.4670358,-929173.842415343
55-64,NHB,CED,MJ,-3472678.52737657,-3470281.73568259,-3403501.42007853
55-64,NHB,Food_price,USD,-1743235.60085041,-1752524.27938649,-1918679.50279348
55-64,NHB,FL,mrh-eq,-115577.625839513,-115504.003144723,-116660.960749962
55-64,HIS,CED,MJ,-3851625.67712234,-3556898.80244789,-3608160.7956686
55-64,HIS,Food_price,USD,-1290207.83493713,-1331669.2021814,-1151685.89840084
55-64,HIS,FL,mrh-eq,-124563.56981324,-118918.928927317,-115190.671238788
55-64,OTH,CED,MJ,-2943306.1417977,-3083022.70016745,-3073158.52115873
55-64,OTH,Food_price,USD,-1167761.33882261,-1274650.8793495,-1323174.37517189
55-64,OTH,FL,mrh-eq,-94251.9366309437,-103532.822049467,-100135.262418844
65-74,NHW,CED,MJ,-20895435.1955105,-20587158.8904927,-20988617.4015794
65-74,NHW,Food_price,USD,-8922305.21375743,-9242178.46970494,-8998987.37316314
65-74,NHW,FL,mrh-eq,-681649.395225494,-681737.91594942,-687611.160208604
65-74,NHB,CED,MJ,-2044226.83795127,-1995363.72464417,-1964188.73461422
65-74,NHB,Food_price,USD,-844166.520065615,-811100.603464011,-807766.457806469
65-74,NHB,FL,mrh-eq,-70111.7034944845,-68186.562728959,-66733.4804888538
65-74,HIS,CED,MJ,-1751882.23283257,-1759197.6913742,-1620257.28386367
65-74,HIS,Food_price,USD,-620417.367999049,-713420.731275071,-566955.687934179
65-74,HIS,FL,mrh-eq,-58758.3131140549,-62010.348426055,-54481.5630317913
65-74,OTH,CED,MJ,-1260258.76156449,-1378476.94324997,-1353041.11537385
65-74,OTH,Food_price,USD,-436168.715078412,-690799.969739536,-548651.49873774
65-74,OTH,FL,mrh-eq,-38407.5452086366,-47681.4720278793,-43799.1930428047
75+,NHW,CED,MJ,-17213211.6269992,-15958238.6787024,-16417125.9483172
75+,NHW,Food_price,USD,-7622639.34665322,-7165139.81095558,-7459057.1964561
75+,NHW,FL,mrh-eq,-574102.308713879,-533946.763607677,-551379.406595898
75+,NHB,CED,MJ,-1590671.5449008,-1518043.5662452,-1608545.13442827
75+,NHB,Food_price,USD,-807827.57068919,-853671.323600764,-868584.151260362
75+,NHB,FL,mrh-eq,-53402.9468319046,-53327.6034807064,-55192.611714536
75+,HIS,CED,MJ,-924992.022884548,-1001426.05753914,-1062584.47944169
75+,HIS,Food_price,USD,-329373.39078583,-318033.127982237,-379569.328618724
75+,HIS,FL,mrh-eq,-31531.360877277,-32703.4482050811,-36169.0711287038
75+,OTH,CED,MJ,-738303.534063499,-866712.583070726,-925471.195325662
75+,OTH,Food_price,USD,-297362.182427366,-341321.91868914,-393108.521576761
75+,OTH,FL,mrh-eq,-24231.8384538666,-27470.7686176647,-30366.6361136042
